Date,ProductName,ProductCategory,ProductSubCategory,ProductPrice,CustomerName,CustomerEmail,CustomerAddress,CustomerPhone,CustomerSegment,SupplierName,SupplierLocation,SupplierContact,ShipperName,ShippingMethod,QuantitySold,TotalAmount,DiscountAmount,NetAmount,StockReceived,StockSold,StockOnHand
2023-02-04,Martha,Books,Fiction,99999.99,Robert Reid,raymondmays@example.org,"38323 Welch Springs, Lake Anthony, PA 65939",(901)517-9536x57874,Gold,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,Inc,Air,54,23387.4,81.65,23305.75,248,139,109
2023-08-28,Jamie,Books,Fiction,930.3,Elizabeth Martinez,susaningram@example.org,"82892 Troy Drive Suite 499, Port Diana, IN 17153",7612667477,Silver,King-Rodriguez,South Lindatown,7724600682,Inc,Ground,55,51166.5,92.83,51073.67,219,123,96
2022-03-30,Robert,Electronics,Mobile,847.43,Bonnie Harrington,dwalker@example.com,"918 Butler Flat, Fosterside, WY 69353",+1-246-314-3283x437,Bronze,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,Ltd,Air,14,11864.02,72.5,11791.52,289,68,221
2023-09-21,Tammy,Home & Garden,Furniture,431.82,Brandi Coffey,melissarussell@example.org,"453 Orozco Via Suite 887, Melissachester, DC 44893",+1-609-917-0009x29321,Gold,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,Ltd,Air,64,27636.48,118.37,27518.11,370,98,272
2022-06-10,Martha,InvalidCategory,Fiction,433.1,Gabrielle Thompson,michaelwalters@example.org,"USS Harris, FPO AP 38363",778.572.4824x6384,Silver,Soto-Rivera,West Denise,805-650-6257x5876,and Sons,Sea,95,41144.5,17.55,41126.95,148,114,34
2023-01-04,Shannon,Home & Garden,Gardening Tools,99999.99,Clinton Baldwin,cadams@example.net,"7835 Isabel Harbor Suite 648, West Martha, NM 97096",+1-400-227-9729,Gold,Lee-Miller,South Emilyview,+1-588-750-7646,PLC,Ground,11,748.11,5.81,742.3000000000001,290,266,24
2023-04-07,Shawn,Electronics,Headphones,461.09,Anthony Benitez,qwashington@example.com,"9711 Sharon Ridge Apt. 088, South Latoyaville, SD 51992",447.837.2434x1187,Gold,White and Sons,West Scott,,Ltd,Sea,16,7377.44,120.8,7256.639999999999,280,249,31
2022-11-01,Katie,Books,Non-fiction,64211.0,Christopher Jackson,michelleestrada@example.net,"7912 Gomez Fords, North Ericaberg, HI 79134",(948)416-9466x732,Bronze,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,Group,Ground,24,15410.64,28.03,15382.61,131,124,7
2022-09-14,Michael,Toys,Dolls,46.23,Jesse Dodson,lbrown@example.net,"757 Kimberly Field Suite 471, Port Brenda, AS 81551",(875)765-7761x231,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,Inc,Air,64,2958.72,12.37,2946.35,308,23,285
2022-04-13,Marvin,Clothing,Shirt,0.01,Shelby Wilson,mitchelldarlene@example.net,"47037 Matthews Springs, West Meagan, WI 26307",001-929-549-4886x9848,Gold,Smith PLC,Lake Candiceton,459-301-8580,LLC,Air,49,48761.37,8.93,48752.44,108,26,82
2023-05-05,Martha,Books,Fiction,433.1,Brandon Walker,,"9599 Klein Inlet, South Loriton, AS 07556",927.664.5542x858,Bronze,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,and Sons,Air,68,29450.800000000003,98.99,29351.81,379,171,208
2022-12-20,Justin,Electronics,Headphones,660.05,William Moore,,"968 Craig Mission, East Michelle, DC 81136",+1-933-743-5545x68475,Gold,Higgins and Sons,West Johnbury,,Ltd,Sea,39,25741.95,150.23,25591.72,76,38,38
2022-12-02,Tammy,Home & Garden,Furniture,99999.99,Lauren Fuller,zkaufman@example.net,"153 Teresa Roads, Tylerville, AL 70324",6795383446,Gold,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,Inc,Ground,76,32818.32,100.64,32717.68,257,181,76
07-27-2022,Pamela,Electronics,Headphones,651.11,John Webb,mannmisty@example.net,"371 Rodriguez Rest Suite 326, West Kennethchester, VT 88644",2675162986,Bronze,Campos-Murillo,Lawsontown,822-222-4939,LLC,Sea,20,13022.2,180.02,12842.18,67,58,9
2021-11-25,Elizabeth,Clothing,Shirt,99999.99,Megan Caldwell,tylermitchell@example.net,"04601 Turner Grove Apt. 007, Masseybury, WA 05043",987.370.8816x58954,Silver,"Wagner, Jackson and Holt",Port Sarahview,+1-362-752-2777x1817,PLC,Ground,41,34447.79,251.12,34196.67,55,41,14
2022-01-26,Elizabeth,Clothing,Shirt,840.19,Marcus Jacobs,tsims@example.com,"3982 Gibbs Via Apt. 464, Port Alyssa, NV 75515",502-912-5060,Gold,Higgins and Sons,West Johnbury,230-568-4141,PLC,Air,30,25205.7,229.12,24976.58,58,16,42
2023-05-25,Pamela,InvalidCategory,Headphones,651.11,Jessica Roth,eric38@example.com,"01113 Angelica Gardens, Antonioshire, FL 80120",716.240.3311x12388,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,Inc,Air,69,44926.59,170.16,44756.43,417,111,306
2021-11-09,Elizabeth,Clothing,Shirt,840.19,April Collins,,"37916 Herrera Greens Apt. 355, Andersonhaven, ID 12635",+1-953-390-8130,Gold,"Mack, Wright and Mclaughlin",Alexandrachester,856-399-9995x715,and Sons,Ground,13,10922.47,81.89,10840.580000000002,232,195,37
2023-07-24,Katie,Books,Non-fiction,64211.0,Carrie Edwards,jerry89@example.com,"88146 Janice Greens, Port Austinside, VA 78944",705-767-7508x36363,Silver,"Mathis, Olson and Ryan",Herreraland,(906)306-1777x264,Ltd,Sea,48,30821.28,184.02,30637.26,301,256,45
2021-12-05,Katie,Books,Non-fiction,642.11,Jordan Jones,alexisbeard@example.com,"216 Patricia Prairie, Lake Victoria, FM 22791",001-795-332-6874x9023,Gold,Higgins and Sons,West Johnbury,230-568-4141,Ltd,Sea,91,58432.01,133.1,58298.91,483,442,41
2022-09-26,Wanda,Toys,Educational,268.61,Rachel Coleman,brianna57@example.net,"USNV Ball, FPO AP 27095",853-345-3999x703,Silver,Peck Group,West Lindafurt,+1-838-976-6137,Group,Air,15,4029.15,32.48,3996.67,348,64,284
2022-02-14,Elizabeth,Clothing,Shirt,840.19,Renee Rush,solomonolivia@example.com,"35238 Ronald Prairie, South Carriehaven, NC 69139",674-586-7468x6548,Silver,Randall-Ballard,Popeport,933.564.7029x6917,and Sons,Air,30,25205.7,193.61,25012.09,415,412,3
2022-02-19,Angela,Toys,Action Figures,386.57,Stephanie Smith,patrick68@example.net,"464 Reed Lodge, New Bradley, KY 45640",001-848-903-8118,Gold,"Mack, Wright and Mclaughlin",Alexandrachester,856-399-9995x715,Inc,Ground,35,13529.95,92.28,13437.669999999998,403,353,50
2022-10-21,Katie,Books,Non-fiction,64211.0,Jacob Phillips,alvarezkelly@example.com,"0869 William Forks Suite 638, East Jeffrey, AK 19230",446-922-6974x17233,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,Inc,Ground,67,43021.37,127.01,42894.36,493,485,8
2022-02-01,Kristine,Electronics,Headphones,99999.99,Pamela Moreno,karen34@example.com,"6051 Mullen Islands Apt. 525, Jasminemouth, HI 73049",226-346-0675,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,Group,Air,63,14415.66,15.12,14400.54,238,9,229
2023-08-24,Angela,Toys,Action Figures,386.57,Bradley Smith,garciashawn@example.com,"Unit 6079 Box 2184, DPO AP 21061",(449)651-5198x65597,Gold,Roman-Chambers,Dennischester,001-324-909-1637x2831,LLC,Ground,87,33631.59,88.77,33542.82,401,359,42
2023-05-22,Jamie,Books,Fiction,930.3,Nicole Dixon,jessica42@example.org,"16587 Patrick Cliff, Lisashire, ID 41383",001-540-300-3136x3896,Silver,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,PLC,Sea,39,36281.7,89.63,36192.07,88,3,85
2023-02-28,Martha,InvalidCategory,Fiction,InvalidPrice,Brenda Harper,michaelallen@example.org,"643 Taylor Ports Suite 405, Bradshawhaven, FM 64862",(424)631-6351,Gold,Smith PLC,Lake Candiceton,459-301-8580,PLC,Air,3,1299.3000000000002,73.26,1226.0400000000002,188,150,38
2022-07-28,Angela,Toys,Action Figures,386.57,Matthew Stanley,,"68722 Patrick Bridge, New Devin, MT 06819",598-732-9830x7721,Gold,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,Inc,Air,55,21261.35,107.84,21153.51,321,317,4
2023-04-11,Tammy,Home & Garden,Furniture,431.82,Natasha Stevens,david50@example.org,"1851 Patrick Gateway, Lake Sean, TN 72345",(472)952-8576x864,Gold,Higgins and Sons,West Johnbury,230-568-4141,Ltd,Ground,81,34977.42,28.44,34948.98,232,87,145
2023-08-16,Michael,Toys,Dolls,46.23,Michael Arellano,margarettaylor@example.net,"7495 Perkins Shores, Powellfurt, HI 25445",+1-947-219-7394x3639,Gold,Randall-Ballard,Popeport,933.564.7029x6917,Group,Sea,72,3328.56,2.11,3326.45,92,49,43
2022-10-10,Anthony,Books,Academic,693.39,Robert Hughes,,"865 Gonzales Cove, Stephenfurt, DE 56153",705-429-1647x11851,Bronze,"Mathis, Olson and Ryan",Herreraland,(906)306-1777x264,and Sons,Ground,9,6240.51,5.51,6235.0,55,53,2
2021-10-06,NonExistentProduct,Books,Academic,951.53,Sarah Thomas,michellelarson@example.com,"23337 Micheal Place Suite 383, Cochranbury, NC 11820",3172463197,Gold,King-Rodriguez,South Lindatown,7724600682,Group,Air,94,89443.81999999999,76.28,89367.54,251,131,120
2022-02-17,Fred,InvalidCategory,Academic,951.53,Traci Hopkins,tmyers@example.com,"7037 Young Well Suite 471, Paigestad, IA 30254",576.652.8674x968,Gold,Peck Group,West Lindafurt,+1-838-976-6137,and Sons,Air,52,49479.56,121.6,49357.96,149,140,9
2022-02-12,Shawn,Electronics,Headphones,461.09,Victoria Rodriguez,anunez@example.org,"864 Heath Cliffs, Leemouth, WY 61968",400-673-5574x3786,Silver,"Mathis, Olson and Ryan",Herreraland,(906)306-1777x264,Inc,Air,33,15215.97,115.87,15100.1,161,132,29
2021-12-30,Martha,Books,Fiction,433.1,Patrick Bryant,barbarasmith@example.org,"083 Amanda Station Apt. 193, Franceston, HI 96396",234.789.6422x8491,Silver,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,PLC,Air,81,35081.1,114.87,34966.23,464,115,349
2022-08-02,Shannon,Home & Garden,Gardening Tools,6801.000000000001,Robyn Marks,pwatson@example.com,"845 John Trail, Jacquelineside, NY 07293",(821)222-1495x758,Gold,King-Rodriguez,South Lindatown,7724600682,PLC,Air,71,4828.71,9.9,4818.81,292,60,232
2022-12-10,Nathaniel,Electronics,Camera,652.35,Megan Schmidt,nicholas84@example.org,"27659 Durham Pines Suite 005, New Amanda, WV 34952",001-294-444-7404,Silver,Soto-Rivera,West Denise,805-650-6257x5876,PLC,Air,7,4566.45,154.23,4412.22,492,376,116
2023-06-18,Tammy,Home & Garden,Furniture,431.82,Johnny Mitchell,salazarjessica@example.org,"966 John Mount Suite 562, Robertview, NM 59770",639.916.4501x53308,Silver,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,Inc,Sea,21,9068.22,105.87,8962.349999999999,436,319,117
2023-09-25,Anthony,Books,Academic,693.39,Lisa Ellis,johnvasquez@example.org,"936 Edwards Fort Apt. 475, Sheilaburgh, PR 84363",3119951384,Bronze,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,LLC,Air,76,52697.64,168.61,52529.03,168,148,20
2022-11-28,Shannon,Home & Garden,Gardening Tools,68.01,Mark Brown,brianphelps@example.com,"733 Johnson Ramp, Lake Traceyside, NY 77990",001-910-913-9471x91430,Silver,"Wagner, Jackson and Holt",Port Sarahview,+1-362-752-2777x1817,LLC,Sea,63,4284.63,3.74,4280.89,152,143,9
08-16-2023,Kristine,Electronics,Headphones,228.82,Jennifer Miller,brownlisa@example.com,"75765 Christopher Valley Suite 722, Josephfurt, MO 98127",550-695-1944,Silver,White and Sons,West Scott,288-572-7043,Ltd,Ground,30,6864.599999999999,22.4,6842.2,191,125,66
2021-11-27,Tammy,Home & Garden,Furniture,0.01,Johnny Richardson,glassjessica@example.net,"26291 Blake Pines Apt. 557, Lake Ashleyburgh, AL 43242",(440)569-7904x5247,Bronze,Higgins and Sons,West Johnbury,230-568-4141,Group,Ground,99,42750.18,117.78,42632.4,112,49,63
2023-01-02,Anthony,Books,Academic,693.39,Amanda Booker,morgan26@example.org,"57458 Jeffrey Motorway, East Michael, VT 51574",473-847-8202x82897,Gold,Lee-Miller,South Emilyview,+1-588-750-7646,Inc,Sea,75,52004.25,152.7,51851.55,444,12,432
05-19-2022,Angela,Toys,Action Figures,386.57,Benjamin Miller,jonesjavier@example.com,"06559 Lisa Parks Apt. 418, Thompsonstad, NH 07517",983.434.9596,Silver,Roman-Chambers,Dennischester,001-324-909-1637x2831,Group,Ground,37,14303.09,113.15,14189.94,401,23,378
2023-02-18,Shannon,Home & Garden,Gardening Tools,68.01,Jamie Riddle,mariamcguire@example.org,"731 Rios Union Apt. 306, Debbieville, FL 07175",5627895444,Gold,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,PLC,Ground,34,2312.34,8.53,2303.81,180,177,3
2022-06-23,Angela,InvalidCategory,Action Figures,386.57,Kimberly Padilla,,"1496 Gary Mills Suite 121, Nicolemouth, NY 70462",(359)724-7283x9927,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Ltd,Sea,44,17009.079999999998,108.73,16900.35,167,26,141
2023-06-10,Jamie,Books,Fiction,930.3,Natalie Montes,suttonsandra@example.net,"3698 Ashley Crest Apt. 520, Griffinside, IL 16917",001-227-388-3142x7585,Bronze,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Inc,Sea,53,49305.9,273.45,49032.45,465,404,61
01-18-2022,NonExistentProduct,Electronics,Headphones,66005.0,Donald Holland,linda63@example.org,"901 Bryant River, New Virginia, WA 61277",920.987.7822x82970,Silver,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,PLC,Sea,30,19801.5,184.38,19617.12,456,403,53
2023-04-08,Shannon,Home & Garden,Gardening Tools,68.01,Karen Hall,adrian76@example.org,"83689 Robert Curve Suite 250, Charlesstad, SD 15201",(501)435-2847x113,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,LLC,Sea,6,408.06000000000006,16.73,391.33,341,185,156
2021-12-14,Kristine,Electronics,Headphones,228.82,Eric Jacobs,khanson@example.com,"55370 John Fort Suite 284, Morrisonchester, SC 33900",713-341-6745x295,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,and Sons,Ground,17,3889.94,56.01,3833.93,109,93,16
2022-05-06,Justin,Electronics,Headphones,660.05,Hannah Smith,nellis@example.org,"03827 Hart Point Suite 312, West Gregorychester, MA 21699",233.951.5817x78362,Silver,Smith PLC,Lake Candiceton,459-301-8580,Ltd,Sea,20,13201.0,126.92,13074.08,157,90,67
2021-11-10,NonExistentProduct,Electronics,Headphones,228.82,Shannon Rodriguez,gabriel98@example.org,"03488 Robert Pike, Hernandezmouth, VT 17736",(498)699-8619,Silver,Smith PLC,Lake Candiceton,,Group,Sea,2,457.64,55.0,402.64,372,86,286
2023-04-28,Shawn,Electronics,Headphones,0.01,Latoya Phillips,,"1657 Travis Glen Suite 575, South Timothyton, VT 94428",8219870564,Silver,"Wagner, Jackson and Holt",Port Sarahview,+1-362-752-2777x1817,and Sons,Air,29,13371.61,36.44,13335.169999999998,419,241,178
2022-07-26,Fred,Books,Academic,95153.0,Erica Jones,melissa70@example.com,"867 Ellis Parks, Jonesland, WY 16387",001-629-265-6150x718,Gold,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,Inc,Sea,91,86589.23,137.86,86451.37,253,86,167
2022-04-27,Shawn,Electronics,Headphones,461.09,Lauren Lewis,aharris@example.net,"4241 Ruth Garden, Michaelstad, NH 69808",+1-508-387-8830,Bronze,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,PLC,Air,84,38731.56,78.16,38653.4,472,390,82
2023-02-27,Nathaniel,Electronics,Camera,652.35,Ricky Conley,ganderson@example.com,"62654 Jessica Island Apt. 010, Lake Jennifer, GA 39878",5248949534,Gold,Smith PLC,Lake Candiceton,459-301-8580,Inc,Ground,66,43055.1,44.38,43010.72,330,119,211
2022-11-27,Wanda,Toys,Educational,268.61,Jacob Williams,morgan47@example.com,"PSC 3209, Box 4787, APO AA 12384",(810)313-4780x4245,Silver,Roman-Chambers,Dennischester,001-324-909-1637x2831,LLC,Air,89,23906.29,59.08,23847.21,344,198,146
2023-02-07,Elizabeth,Clothing,Shirt,840.19,William Camacho,ebishop@example.org,"42434 Austin Dam Suite 523, East Benjaminburgh, WY 86276",(247)970-9477,Gold,Roman-Chambers,Dennischester,001-324-909-1637x2831,Group,Air,65,54612.350000000006,7.18,54605.170000000006,228,201,27
2023-07-03,Shawn,Electronics,Headphones,461.09,Randy Robertson,,"09773 Duarte Lodge, West Allisonchester, MA 57435",(347)996-9078,Bronze,Brown-Miller,Seanfort,(502)758-2166,LLC,Sea,36,16599.239999999998,67.31,16531.929999999997,239,92,147
2022-07-18,Anthony,Books,Academic,693.39,Jennifer Woods,tracyjohnson@example.org,"70865 Sherry Parkways, North Michaelbury, SD 68353",+1-205-504-7791,Gold,King-Rodriguez,South Lindatown,7724600682,LLC,Air,54,37443.06,170.36,37272.7,476,319,157
2022-02-15,Pamela,Electronics,Headphones,651.11,Jacqueline Sanchez,smithlisa@example.com,"502 Kayla Underpass Apt. 556, New Meganfort, TX 58223",867-615-7092,Gold,White and Sons,West Scott,288-572-7043,Ltd,Ground,100,65111.0,180.25,64930.75,118,65,53
2021-11-10,Fred,Books,Academic,951.53,Bailey White,tconrad@example.net,"3656 Jeffrey Common Apt. 994, Hoganport, KS 65158",+1-921-609-7308,Gold,"Mathis, Olson and Ryan",Herreraland,(906)306-1777x264,and Sons,Ground,44,41867.32,123.87,41743.45,171,46,125
2022-05-28,Pamela,InvalidCategory,Headphones,InvalidPrice,Zachary Williams,ismith@example.org,"2580 Pearson Canyon Apt. 065, Brandystad, WI 59399",3085625333,Bronze,"Mathis, Olson and Ryan",Herreraland,(906)306-1777x264,and Sons,Air,45,29299.95,143.67,29156.28,384,312,72
2022-10-08,Marvin,Clothing,Shirt,995.13,Kenneth Knight,qescobar@example.com,"46754 Clark Ports Suite 464, East Samanthachester, TN 28141",(854)370-3773,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,and Sons,Sea,97,96527.61,260.46,96267.15,106,24,82
2022-06-04,Anthony,Books,Academic,693.39,Denise Clarke,coryhernandez@example.net,"912 Adams Valley Suite 934, New Lindabury, NM 06311",8086625663,Bronze,Smith PLC,Lake Candiceton,459-301-8580,Ltd,Ground,20,13867.8,79.61,13788.19,366,109,257
2022-07-10,Tammy,InvalidCategory,Furniture,431.82,Nancy Robertson,shepherdjennifer@example.com,"179 Young Rapid, Burchton, ME 72591",463-892-3337,Silver,"Gilbert, Miller and Lee",Lake Juanland,,and Sons,Ground,38,16409.16,69.5,16339.66,271,219,52
2022-01-13,Michael,Toys,Dolls,0.01,Leah Johnson,taylorrobert@example.com,"52908 Haley Estate Apt. 721, West Tracyfurt, NJ 35818",635.775.6064x18792,Gold,"Gilbert, Miller and Lee",Lake Juanland,,Ltd,Air,58,2681.34,2.17,2679.17,236,132,104
2023-02-24,Fred,InvalidCategory,Academic,951.53,Colleen Phelps,meghan92@example.org,"077 Susan Ville Suite 250, West Dawn, DE 20175",+1-698-437-6915,Gold,"Mack, Wright and Mclaughlin",Alexandrachester,856-399-9995x715,LLC,Air,58,55188.74,220.49,54968.25,63,49,14
2022-11-10,Amy,Home & Garden,Decor,36401.0,Cameron Hudson,victorwilkinson@example.org,"353 Joshua Plain, Port Colleenville, CA 04213",+1-510-921-3288x0656,Gold,"Mathis, Olson and Ryan",Herreraland,(906)306-1777x264,Inc,Air,76,27664.76,98.42,27566.34,182,168,14
2022-02-10,Cynthia,Electronics,Headphones,872.85,Michelle Sanders,,"23065 Foster Flat Apt. 173, North Laurashire, NH 50810",(246)742-5077x3907,Gold,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,and Sons,Sea,59,51498.15,249.63,51248.52,409,145,264
2023-07-06,Katie,Books,Non-fiction,0.01,Philip Mann,jonathan61@example.net,"994 Wade Parkways, Marshallfurt, DC 98717",+1-841-412-5883,Bronze,White and Sons,West Scott,,PLC,Sea,44,28252.84,118.54,28134.3,223,52,171
2022-08-29,Fred,Books,Academic,951.53,Rebecca Dickson,,"USNV Scott, FPO AP 51829",(355)302-4195,Gold,Brown-Miller,Seanfort,,Ltd,Ground,88,83734.64,162.01,83572.63,401,162,239
2022-05-18,Amy,Home & Garden,Decor,364.01,Todd Stewart,alex65@example.net,"9144 Michael Lights, Howardstad, DE 56676",639-321-3252x17095,Bronze,King-Rodriguez,South Lindatown,,PLC,Ground,28,10192.28,65.11,10127.169999999998,112,56,56
2022-05-24,Angela,InvalidCategory,Action Figures,386.57,Erika Schneider,grahamjames@example.net,"50095 Stevenson Hill, South Lisaburgh, VI 07996",607.242.7368x9542,Silver,Campos-Murillo,Lawsontown,822-222-4939,Ltd,Ground,26,10050.82,83.39,9967.43,357,335,22
2022-03-25,Amy,Home & Garden,Decor,364.01,Douglas Dawson,clarencedavis@example.net,"Unit 4623 Box 2914, DPO AA 55996",+1-392-721-3547x282,Gold,Lee-Miller,South Emilyview,+1-588-750-7646,and Sons,Air,6,2184.06,21.85,2162.21,359,16,343
2022-10-17,Tammy,Home & Garden,Furniture,99999.99,Gregory Davila,darlene81@example.org,"9809 Eric Mountains, Chavezfort, OR 74022",(443)297-8940x18267,Silver,"Wagner, Jackson and Holt",Port Sarahview,,LLC,Ground,81,34977.42,88.56,34888.86,97,28,69
2022-07-28,Marvin,Clothing,Shirt,0.01,Jeremy Garcia,ashleycampbell@example.net,"Unit 3200 Box 7848, DPO AE 72543",(264)719-1519,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Ltd,Air,41,40800.33,102.75,40697.58,143,17,126
2021-10-23,Nathaniel,Electronics,Camera,652.35,Michael Bradley,erin99@example.com,"0059 Jennifer Street, East Jenniferstad, CT 26566",471-671-7688x4425,Bronze,Smith PLC,Lake Candiceton,459-301-8580,Inc,Sea,68,44359.8,18.56,44341.240000000005,231,152,79
2022-10-15,Angela,Toys,Action Figures,38657.0,Ronald Brown,robert34@example.org,"3183 Denise Crossroad Suite 410, Thomasbury, IA 95086",(906)563-0036,Gold,"Wagner, Jackson and Holt",Port Sarahview,+1-362-752-2777x1817,and Sons,Sea,43,16622.51,49.95,16572.559999999998,293,159,134
03-02-2022,Shawn,Electronics,Headphones,InvalidPrice,Lisa Butler,heathercook@example.org,"39146 Moss Skyway, Shannonville, GA 56040",(760)243-8619x9782,Silver,"Mack, Wright and Mclaughlin",Alexandrachester,,and Sons,Air,47,21671.23,107.4,21563.83,159,159,0
2022-07-29,NonExistentProduct,Electronics,Headphones,228.82,Charles Farmer,lguzman@example.com,"74652 Victoria Locks, Lake Lauraville, NC 35854",305.689.6909x54460,Bronze,Brown-Miller,Seanfort,(502)758-2166,and Sons,Sea,91,20822.62,24.75,20797.87,401,159,242
2023-04-08,NonExistentProduct,Electronics,Headphones,InvalidPrice,Susan Jennings,trobinson@example.org,"26303 Tonya Mill Apt. 327, West Heather, WI 94307",605.491.4198x27141,Silver,Soto-Rivera,West Denise,805-650-6257x5876,Ltd,Ground,79,68955.15000000001,163.95,68791.20000000001,205,80,125
2023-07-06,NonExistentProduct,InvalidCategory,Academic,InvalidPrice,Ryan Bailey,jennifersanford@example.org,"74574 Nguyen Tunnel, West David, FM 54003",001-529-656-7780x80061,Bronze,"Mack, Wright and Mclaughlin",Alexandrachester,856-399-9995x715,Group,Ground,25,17334.75,65.14,17269.61,352,159,193
2021-10-23,Katie,InvalidCategory,Non-fiction,642.11,Linda Gregory,amyphillips@example.com,"349 Kim Shores Suite 179, Steveshire, PW 23841",(731)410-0488x359,Silver,Randall-Ballard,Popeport,933.564.7029x6917,and Sons,Sea,57,36600.27,75.0,36525.27,465,24,441
2022-09-13,NonExistentProduct,InvalidCategory,Shirt,995.13,Kimberly Wong,,"2010 Brown Manor Suite 128, South Janetmouth, GU 96836",605.800.0476,Gold,Brown-Miller,Seanfort,,Ltd,Ground,88,87571.44,289.26,87282.18000000001,477,127,350
2023-01-31,Amy,Home & Garden,Decor,36401.0,Kari Brown,tanner01@example.net,"94859 Jacqueline Pine, Timothyburgh, MD 13134",001-324-293-9970x835,Bronze,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,Ltd,Sea,10,3640.1,20.43,3619.67,185,162,23
2022-03-28,Tammy,Home & Garden,Furniture,99999.99,Dr. Justin Gomez,karinelson@example.com,"Unit 1291 Box 3204, DPO AP 14174",(413)271-1193x898,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,Ltd,Air,98,42318.36,13.66,42304.7,346,37,309
2023-07-29,Jamie,Books,Fiction,930.3,Stacey Avila,marissacarey@example.org,"5193 Ashley Loop Apt. 697, Lake Shannonton, MS 59218",266-682-0959,Bronze,Roman-Chambers,Dennischester,,Inc,Sea,28,26048.4,99.19,25949.21,433,387,46
2021-10-29,Kristine,Electronics,Headphones,228.82,Steven Taylor,paynechelsea@example.net,"337 Jones Estates Suite 381, Mariaberg, ND 84929",926-382-3066x5995,Gold,Randall-Ballard,Popeport,933.564.7029x6917,Inc,Air,65,14873.3,26.32,14846.98,374,374,0
2023-06-28,Michael,Toys,Dolls,InvalidPrice,Mrs. Jennifer Perez PhD,stacey22@example.org,"568 Calvin Views, New Michael, MS 44974",+1-812-680-2900x572,Bronze,Higgins and Sons,West Johnbury,,and Sons,Air,92,4253.16,0.37,4252.79,222,110,112
2023-03-17,Fred,Books,Academic,951.53,Destiny Williams,isnyder@example.com,"353 Anne Well, Port Maria, NM 27690",8716124907,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,and Sons,Air,98,93249.94,178.77,93071.17,338,332,6
2023-09-28,Elizabeth,Clothing,Shirt,InvalidPrice,Ashley Carter,ukidd@example.net,"74915 Crystal Estates, East Brendaburgh, CO 61338",(680)560-7309x28202,Bronze,"Mack, Wright and Mclaughlin",Alexandrachester,856-399-9995x715,and Sons,Air,16,13443.04,242.87,13200.17,208,117,91
2023-06-29,Shawn,Electronics,Headphones,461.09,Danielle Reid,,"PSC 9921, Box 5204, APO AE 44866",356.764.8648x72270,Bronze,Soto-Rivera,West Denise,805-650-6257x5876,Ltd,Sea,23,10605.07,95.65,10509.42,412,396,16
2022-05-04,Angela,Toys,Action Figures,386.57,Natalie Griffith,nicholegrant@example.com,"2819 Stephens Light, Hartmanmouth, AS 86682",506-380-7305x3456,Silver,"Mathis, Olson and Ryan",Herreraland,(906)306-1777x264,Inc,Sea,94,36337.58,103.49,36234.09,423,402,21
2022-07-01,Justin,Electronics,Headphones,660.05,David Duarte,valerie84@example.net,"83756 Alexandra Ridges, East Johnmouth, MT 99396",344-361-4130x522,Gold,Lee-Miller,South Emilyview,+1-588-750-7646,Ltd,Air,16,10560.8,51.46,10509.34,210,85,125
2021-11-19,Kristine,InvalidCategory,Headphones,228.82,Michael Rice,jimmymiller@example.net,"4617 Reed Manor, Humphreyville, OK 06834",001-578-801-9715x7707,Bronze,"Mack, Wright and Mclaughlin",Alexandrachester,856-399-9995x715,and Sons,Air,68,15559.76,45.22,15514.54,147,133,14
09-21-2022,Pamela,Electronics,Headphones,651.11,Todd Parker,tarnold@example.net,"733 Frank Spurs, East Jamesburgh, NV 01278",694-392-9603x63326,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,Ltd,Sea,65,42322.15,28.55,42293.6,395,18,377
