Date,ProductName,ProductCategory,ProductSubCategory,ProductPrice,CustomerName,CustomerEmail,CustomerAddress,CustomerPhone,CustomerSegment,SupplierName,SupplierLocation,SupplierContact,ShipperName,ShippingMethod,QuantitySold,TotalAmount,DiscountAmount,NetAmount,StockReceived,StockSold,StockOnHand
2023-07-18,Jamie,Books,Fiction,930.3,Michael Moody,navarrokayla@example.com,"183 Annette Freeway Suite 971, Charlesville, KS 10966",001-314-259-4771x86358,Silver,Peck Group,West Lindafurt,+1-838-976-6137,and Sons,Sea,13,12093.9,158.3,11935.6,377,59,318
2022-03-05,Robert,Electronics,Mobile,99999.99,Heidi Harper,brownvictoria@example.net,"1018 Anthony Courts, Kaylaborough, GU 37938",(489)719-0307x07681,Gold,Higgins and Sons,West Johnbury,230-568-4141,LLC,Sea,19,16101.169999999998,90.33,16010.839999999998,461,226,235
2022-03-11,NonExistentProduct,Books,Non-fiction,642.11,Terry Murphy,charles91@example.org,"3493 Ramos Glen Suite 455, Dennisport, MT 09218",786.964.1763,Silver,Higgins and Sons,West Johnbury,230-568-4141,Group,Ground,31,19905.41,65.48,19839.93,179,143,36
05-21-2023,Angela,Toys,Action Figures,386.57,James Nichols,josephmontgomery@example.org,"PSC 6439, Box 1883, APO AA 21318",888-322-4121,Bronze,Randall-Ballard,Popeport,933.564.7029x6917,Inc,Air,32,12370.24,20.7,12349.539999999999,78,13,65
2023-09-24,Kristine,Electronics,Headphones,0.01,Danielle Crawford,aliciabeltran@example.org,"93630 Melissa Neck Apt. 495, Brewerfurt, HI 14210",(233)906-9472,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,Group,Air,93,21280.26,6.46,21273.8,399,285,114
2022-08-09,Cynthia,Electronics,Headphones,99999.99,Austin Austin,bauerlisa@example.com,"8565 Barrett Key, West Haleyview, NY 42127",+1-908-404-3686x91074,Silver,Peck Group,West Lindafurt,+1-838-976-6137,and Sons,Sea,31,27058.350000000002,92.12,26966.230000000003,367,251,116
2023-02-17,Nathaniel,Electronics,Camera,InvalidPrice,Jamie Friedman,susanhinton@example.com,"85111 Erika Causeway, Lake Jesus, WY 07731",491.724.2404x86214,Gold,Brown-Miller,Seanfort,(502)758-2166,Group,Ground,18,11742.300000000001,99.74,11642.560000000001,385,233,152
08-09-2023,Wanda,Toys,Educational,268.61,Lee Hammond,jonesamber@example.com,"307 Rocha Curve Suite 901, East Karen, OK 94657",001-250-881-2764x264,Gold,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,Group,Ground,3,805.83,15.07,790.76,424,338,86
2022-03-13,Michael,Toys,Dolls,4623.0,William Thomas PhD,john63@example.org,"05064 Avila Fall, Lauriechester, AZ 62628",241.955.0316x695,Silver,Peck Group,West Lindafurt,+1-838-976-6137,and Sons,Air,91,4206.929999999999,3.19,4203.74,448,1,447
2023-06-11,Jamie,Books,Fiction,930.3,Mr. Joseph Short,tyler63@example.net,"52993 Katherine Tunnel Apt. 896, Jeremystad, NM 77583",(317)351-0509x899,Gold,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,LLC,Ground,84,78145.2,189.54,77955.66,308,159,149
2023-03-17,Martha,Books,Fiction,43310.0,Cheryl Collins,dianemayer@example.com,"9230 Jessica Inlet Apt. 302, Ellenview, VT 53057",576-852-2615,Gold,Higgins and Sons,West Johnbury,,Inc,Sea,71,30750.100000000002,29.68,30720.420000000002,476,164,312
2022-03-08,Robert,Electronics,Mobile,847.43,Angela Collins,lorimcpherson@example.org,"457 Kennedy Drives, Wendyfort, CT 32243",(831)548-1627,Bronze,Smith PLC,Lake Candiceton,459-301-8580,Ltd,Air,59,49998.369999999995,241.41,49756.95999999999,282,48,234
2022-08-16,Nathaniel,Electronics,Camera,99999.99,Jean Christian,wfletcher@example.com,"585 Gregory Extension Apt. 035, West Kathleenport, LA 62301",866-567-8934x3686,Gold,Brown-Miller,Seanfort,(502)758-2166,Ltd,Sea,57,37183.950000000004,161.94,37022.01,253,162,91
2022-06-30,Tammy,Home & Garden,Furniture,InvalidPrice,Jessica Lee,pittmanalisha@example.com,"4308 Thompson Hills Suite 640, Steinside, NY 27944",001-988-460-1328x70986,Gold,White and Sons,West Scott,288-572-7043,Group,Air,99,42750.18,100.77,42649.41,201,194,7
2022-12-14,Robert,Electronics,Mobile,847.43,Timothy Butler,jennifer45@example.com,"623 Meadows Harbors Apt. 156, South Dennis, SC 72879",(627)508-6156x136,Bronze,Campos-Murillo,Lawsontown,822-222-4939,Ltd,Sea,72,61014.96,50.84,60964.12,70,10,60
2023-08-23,Katie,Books,Non-fiction,99999.99,Linda Thomas,lthompson@example.com,"1862 Jason Ports, Mccarthyborough, HI 87225",952-245-7696,Bronze,Peck Group,West Lindafurt,+1-838-976-6137,Inc,Air,46,29537.06,181.34,29355.72,302,64,238
2022-03-26,Anthony,InvalidCategory,Academic,693.39,William Thornton,donna28@example.net,"PSC 2876, Box 7348, APO AE 81369",+1-351-459-4251x91025,Silver,"Thornton, Jackson and Gray",Leslieville,001-575-242-3572x740,and Sons,Sea,95,65872.05,170.62,65701.43000000001,479,195,284
2022-12-15,NonExistentProduct,Books,Fiction,433.1,Cristian Dixon,,"535 Butler Oval Apt. 977, North Nicole, MD 37941",5044443723,Bronze,Campos-Murillo,Lawsontown,822-222-4939,Inc,Air,86,37246.6,51.79,37194.81,286,186,100
2022-03-04,Pamela,Electronics,Headphones,0.01,Richard Dickerson,jason29@example.com,"880 Wood Stravenue Apt. 424, Lake Matthew, IL 79151",001-351-694-5472x5761,Silver,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,Group,Ground,92,59902.12,115.31,59786.810000000005,201,60,141
2022-10-06,Anthony,Books,Academic,InvalidPrice,Patricia Cabrera,uwalker@example.net,"789 Johnson Haven Suite 061, Johnside, MP 99202",(366)745-7237x71769,Silver,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,and Sons,Air,78,54084.42,21.18,54063.24,322,293,29
2022-07-06,Justin,Electronics,Headphones,InvalidPrice,Destiny Kaufman,kimberly46@example.net,"583 Rachel Unions, New Jacob, MD 97369",+1-723-290-7801x621,Silver,"Thornton, Jackson and Gray",Leslieville,001-575-242-3572x740,Ltd,Sea,57,37622.85,125.92,37496.93,305,31,274
2023-07-30,Michael,Toys,Dolls,46.23,Vincent Simmons,robert17@example.net,"290 Allison River Suite 868, Lake Kelly, PW 17810",200-712-0982x28267,Bronze,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,PLC,Air,54,2496.4199999999996,13.21,2483.2099999999996,365,28,337
07-18-2022,Anthony,Books,Academic,69339.0,Breanna Maxwell,upotts@example.org,"668 Tucker Forge, Hawkinschester, GA 54705",646.613.6019x215,Bronze,Higgins and Sons,West Johnbury,230-568-4141,PLC,Ground,26,18028.14,99.19,17928.95,147,147,0
2023-09-17,Justin,Electronics,Headphones,InvalidPrice,Dustin Green,anita39@example.net,"91650 Mark Views, Ryanland, MS 10973",001-614-241-7403x437,Gold,"Wagner, Jackson and Holt",Port Sarahview,,and Sons,Ground,93,61384.649999999994,15.73,61368.91999999999,120,16,104
2023-01-06,Fred,Books,Academic,951.53,Cheryl Salas,shannon62@example.com,"8930 Riggs Points, North Rebeccaburgh, MH 57869",(510)566-1382x3180,Bronze,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,and Sons,Sea,10,9515.3,106.91,9408.39,132,10,122
2023-03-03,Martha,Books,Fiction,43310.0,Katrina Mcmillan,ian73@example.net,"38073 Keller Trafficway Apt. 054, South Margaret, DC 44428",879.215.2575x409,Bronze,White and Sons,West Scott,288-572-7043,Group,Air,82,35514.200000000004,126.62,35387.58,489,59,430
2023-01-12,Justin,Electronics,Headphones,660.05,Timothy Carey,dmorris@example.org,"50477 Wanda Springs, Sanchezshire, MO 33726",868.629.4410,Gold,Roman-Chambers,Dennischester,001-324-909-1637x2831,Inc,Ground,77,50823.85,196.39,50627.46,484,202,282
2021-12-09,NonExistentProduct,Toys,Educational,268.61,Mr. Jesus Mcconnell,sdelgado@example.net,"33195 Ramsey Village Apt. 700, South Kevin, ME 44959",001-853-860-3212x447,Silver,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,and Sons,Ground,63,16922.43,6.85,16915.58,187,111,76
2022-09-24,Fred,Books,Academic,InvalidPrice,Joseph Richardson,osmith@example.com,"02324 Alex Mount Suite 317, Port Michele, KS 98824",418.293.0267x666,Gold,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,and Sons,Sea,77,73267.81,5.04,73262.77,176,44,132
12-08-2022,Marvin,Clothing,Shirt,995.13,Alicia Thompson,tbrewer@example.com,"9694 Thompson Row, Lake Jason, WV 04065",641-494-1716,Gold,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,and Sons,Sea,56,55727.28,223.35,55503.93,68,13,55
2023-03-28,Anthony,Books,Academic,693.39,Hannah Ortiz,woodjohn@example.com,"587 Stone Knolls Suite 045, East Patricktown, KY 53362",479.910.5513x5816,Bronze,Roman-Chambers,Dennischester,001-324-909-1637x2831,and Sons,Sea,61,42296.79,87.63,42209.16,423,254,169
2023-01-15,Shannon,Home & Garden,Gardening Tools,68.01,Brittany Trujillo,dylangray@example.org,"10780 Haynes Center, Port Brian, SC 82140",+1-358-617-3761x92451,Silver,"Mack, Wright and Mclaughlin",Alexandrachester,856-399-9995x715,LLC,Air,93,6324.93,14.43,6310.5,375,306,69
2021-12-27,Kristine,Electronics,Headphones,228.82,Frank Wheeler,brandifernandez@example.net,"677 Michael Trafficway, East Katherineside, ME 23185",001-495-742-8727x51901,Gold,"Wagner, Jackson and Holt",Port Sarahview,+1-362-752-2777x1817,PLC,Air,29,6635.78,22.94,6612.84,384,241,143
2023-01-05,Tammy,InvalidCategory,Furniture,431.82,Daniel Sanchez,christina78@example.com,"229 Brown Wells, Millerville, AR 57555",2638494771,Gold,Smith PLC,Lake Candiceton,459-301-8580,and Sons,Ground,44,19000.079999999998,14.37,18985.71,58,7,51
2023-07-28,Marvin,Clothing,Shirt,995.13,Ricky Weaver,,"686 Jeremiah Viaduct Suite 978, Kimstad, DE 29635",5235402195,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,Ltd,Ground,12,11941.56,271.72,11669.84,387,355,32
2022-01-07,NonExistentProduct,InvalidCategory,Camera,652.35,Angela Rios,gchavez@example.org,"6415 King Branch, New Alexis, NV 82387",001-265-740-5648x72728,Silver,Peck Group,West Lindafurt,+1-838-976-6137,and Sons,Ground,20,13047.0,86.76,12960.24,61,34,27
2022-01-01,Elizabeth,Clothing,Shirt,840.19,William Clark,dakota85@example.net,"1079 Cheryl Knoll, Michaelberg, OK 52920",(334)528-1103,Bronze,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,Inc,Air,10,8401.900000000001,157.89,8244.010000000002,430,414,16
2023-04-18,NonExistentProduct,Home & Garden,Furniture,431.82,Nicole Smith,jacksonnathan@example.net,"7883 Bradley Shore Apt. 221, Lake Jacobmouth, MN 98940",001-933-917-9857x359,Silver,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,PLC,Air,75,32386.5,32.38,32354.12,215,126,89
2023-09-03,Fred,Books,Academic,95153.0,Christine Cruz,amysaunders@example.org,"00058 Carl Ferry Suite 600, West Elizabeth, VI 89937",(601)837-3711,Gold,Campos-Murillo,Lawsontown,822-222-4939,Inc,Ground,46,43770.38,250.76,43519.619999999995,361,106,255
2022-04-13,Marvin,Clothing,Shirt,0.01,Shelby Wilson,mitchelldarlene@example.net,"47037 Matthews Springs, West Meagan, WI 26307",001-929-549-4886x9848,Gold,Smith PLC,Lake Candiceton,459-301-8580,LLC,Air,49,48761.37,8.93,48752.44,108,26,82
2023-04-02,Martha,Books,Fiction,433.1,John Rodriguez,kaylamccoy@example.net,"7615 Castillo Rest, Lake Linda, OR 70508",(290)285-2303,Gold,Lee-Miller,South Emilyview,+1-588-750-7646,PLC,Sea,12,5197.200000000001,47.67,5149.530000000001,51,19,32
2022-01-17,Anthony,Books,Academic,693.39,Melissa Brown,benjamin52@example.com,"58434 Austin Crossing Suite 282, Port Matthew, HI 42145",(963)321-2878x748,Silver,Smith PLC,Lake Candiceton,459-301-8580,and Sons,Air,49,33976.11,169.97,33806.14,233,161,72
2023-09-12,Cynthia,Electronics,Headphones,872.85,Mr. Zachary Nelson,,"PSC 0923, Box 8762, APO AA 07819",715.590.9461x40698,Silver,King-Rodriguez,South Lindatown,7724600682,Ltd,Air,59,51498.15,103.09,51395.060000000005,241,39,202
2023-08-21,Fred,Books,Academic,951.53,Cheryl Shea,collinsmanuel@example.com,"Unit 8617 Box 3689, DPO AP 21448",596.845.5517x43480,Silver,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,PLC,Air,49,46624.97,52.18,46572.79,293,216,77
2023-06-09,Wanda,Toys,Educational,268.61,Gloria Carter,mark19@example.org,"00355 Bates Vista, North Brookeberg, MT 92746",(327)905-9104,Silver,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,LLC,Ground,60,16116.6,10.2,16106.4,165,23,142
2022-04-07,Angela,Toys,Action Figures,386.57,Jeremy Copeland,littleryan@example.org,"25406 Sophia Trace Suite 681, Heatherfurt, LA 71336",001-985-930-0399x52565,Gold,King-Rodriguez,South Lindatown,7724600682,LLC,Air,8,3092.56,114.25,2978.31,455,216,239
01-18-2022,NonExistentProduct,Electronics,Headphones,66005.0,Donald Holland,linda63@example.org,"901 Bryant River, New Virginia, WA 61277",920.987.7822x82970,Silver,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,PLC,Sea,30,19801.5,184.38,19617.12,456,403,53
2022-08-05,NonExistentProduct,Electronics,Camera,652.35,Traci Chang,,"8725 Green Common, Kathrynhaven, MI 44111",660-460-1748,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,PLC,Ground,45,29355.75,9.34,29346.41,444,36,408
2023-04-06,Anthony,Books,Academic,InvalidPrice,Laura Evans,antonio12@example.com,"477 Scott Inlet, Williamton, FM 63365",001-885-746-0185x36773,Bronze,Brown-Miller,Seanfort,(502)758-2166,Ltd,Sea,9,6240.51,55.26,6185.25,311,157,154
03-01-2023,NonExistentProduct,Electronics,Headphones,228.82,Matthew Mayer,maryhartman@example.net,"4565 Steven Fall, Scottshire, MA 26370",(395)471-7528x986,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,PLC,Air,4,915.28,10.62,904.66,215,202,13
2023-04-22,Katie,Books,Non-fiction,InvalidPrice,Christopher Lam,kelly76@example.org,"30073 Ross Roads Apt. 505, North Toni, PR 61919",(586)769-2645,Bronze,"Rodriguez, Winters and Perez",Irwinhaven,,LLC,Ground,35,22473.850000000002,93.39,22380.460000000003,211,120,91
2023-04-23,Katie,InvalidCategory,Non-fiction,642.11,Shelby Wallace,,"89066 Caleb Fort Suite 307, West Samantha, NV 87694",(697)393-9183,Silver,White and Sons,West Scott,288-572-7043,and Sons,Air,60,38526.6,21.76,38504.84,161,89,72
2023-09-22,Martha,Books,Fiction,433.1,Brenda Bailey,heatherweaver@example.org,"927 Tran Harbor, East Tony, AL 35940",705.870.4480,Gold,Roman-Chambers,Dennischester,001-324-909-1637x2831,LLC,Air,27,11693.7,64.18,11629.52,420,292,128
2021-11-21,Michael,Toys,Dolls,4623.0,John King,pjones@example.net,"5067 Moore Road Apt. 118, Rowefurt, MH 81104",676-845-6030,Gold,Lee-Miller,South Emilyview,+1-588-750-7646,Ltd,Air,18,832.14,6.18,825.96,318,228,90
2023-09-20,Cynthia,Electronics,Headphones,87285.0,Kimberly Hernandez,srobertson@example.net,"234 David Crossing, Perrystad, ID 26196",215.735.1589x52831,Silver,Campos-Murillo,Lawsontown,822-222-4939,LLC,Air,94,82047.90000000001,243.71,81804.19,426,390,36
2022-09-01,NonExistentProduct,Clothing,Shirt,995.13,Cory Munoz,heather85@example.com,"748 Kristine Plaza, East Carolynfurt, MH 88238",(437)645-6582x8983,Gold,"Mathis, Olson and Ryan",Herreraland,(906)306-1777x264,LLC,Ground,5,4975.65,295.18,4680.469999999999,398,57,341
2022-10-24,Kristine,Electronics,Headphones,InvalidPrice,Kyle Smith,yangelizabeth@example.net,"3976 Evans Bypass, Pattonchester, NH 19216",640.952.8719x7458,Silver,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,Ltd,Sea,35,8008.7,46.39,7962.3099999999995,123,28,95
2021-09-30,Cynthia,Electronics,Headphones,872.85,Robert Brown,mathewmontgomery@example.com,"301 Jennifer Vista, Robertsonhaven, OK 85391",671-344-0676x532,Gold,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,and Sons,Ground,74,64590.9,211.5,64379.4,458,55,403
2022-11-23,Michael,Toys,Dolls,46.23,Jennifer Hawkins,nathan85@example.org,"633 Denise Garden Suite 498, Terryport, CO 31297",764-961-3397x05956,Gold,"Rodriguez, Winters and Perez",Irwinhaven,,PLC,Sea,92,4253.16,8.94,4244.22,305,111,194
2022-01-23,Justin,Electronics,Headphones,660.05,April Myers,maria04@example.net,"2715 Claire Drive, South Karen, MO 08653",9868945428,Bronze,Campos-Murillo,Lawsontown,822-222-4939,PLC,Air,83,54784.149999999994,70.66,54713.48999999999,305,132,173
2023-06-08,Martha,Books,Fiction,433.1,Peter Clark,dwells@example.net,"PSC 0978, Box 6375, APO AP 38108",(337)966-5234,Silver,"Mathis, Olson and Ryan",Herreraland,(906)306-1777x264,LLC,Ground,22,9528.2,17.21,9510.990000000002,443,146,297
06-05-2023,Angela,Toys,Action Figures,386.57,Philip Noble,jonesgregory@example.net,"86437 Crystal Cliffs Suite 252, West Holly, ME 91400",(851)362-7554x195,Gold,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,PLC,Air,14,5411.98,53.0,5358.98,361,347,14
2022-11-15,Katie,Books,Non-fiction,642.11,Laura Meyer,michaelmoss@example.com,"5123 Laura Street Apt. 088, West Jenniferland, LA 36367",+1-625-366-0673x04500,Bronze,Higgins and Sons,West Johnbury,230-568-4141,PLC,Sea,80,51368.8,39.55,51329.25,66,17,49
2023-03-12,Marvin,Clothing,Shirt,99999.99,Rickey Newman,christopherperez@example.org,"2829 Willis Curve, North Candice, LA 87190",670-771-3301x5467,Gold,Soto-Rivera,West Denise,,Inc,Air,57,56722.409999999996,275.07,56447.34,456,447,9
2021-10-22,Katie,Books,Non-fiction,642.11,Melvin Ramirez,diana16@example.org,"PSC 2147, Box 7735, APO AP 30757",583-693-4774,Gold,"Gilbert, Miller and Lee",Lake Juanland,+1-619-677-8121x28226,Inc,Ground,77,49442.47,187.38,49255.090000000004,108,71,37
2022-07-04,Shawn,Electronics,Headphones,461.09,Dr. William Bailey,manuelpowell@example.org,"USCGC Johnson, FPO AE 12810",226.723.8136x30138,Bronze,White and Sons,West Scott,288-572-7043,Ltd,Sea,35,16138.15,26.61,16111.539999999999,135,50,85
2023-03-23,Angela,Toys,Action Figures,38657.0,Michael Madden,nicolehebert@example.org,"37912 Charles Shoal Suite 385, North Natashaberg, PA 23001",(218)652-9354,Gold,Higgins and Sons,West Johnbury,230-568-4141,and Sons,Ground,64,24740.48,38.36,24702.12,407,1,406
2022-09-05,Anthony,Books,Academic,693.39,Rebecca French,fieldsjames@example.org,"PSC 8247, Box 0047, APO AE 22416",+1-848-606-2022x060,Silver,Lawson-Wilkins,Calderonchester,(277)930-2705x3206,Inc,Air,41,28428.989999999998,68.84,28360.149999999998,133,93,40
2021-10-27,Anthony,Books,Academic,InvalidPrice,Jeffrey Williams,scottwhitney@example.org,"3198 John Pass, Figueroaburgh, LA 70665",001-525-965-8311x38938,Silver,Lee-Miller,South Emilyview,+1-588-750-7646,Group,Ground,84,58244.76,32.33,58212.43,101,64,37
2021-11-22,Fred,Books,Academic,951.53,Sarah Williams,michael24@example.org,"86984 Chambers Oval Suite 995, Jarvisshire, SC 92566",496-879-4598x27385,Silver,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,Ltd,Sea,39,37109.67,98.86,37010.81,462,202,260
2022-07-22,Robert,Electronics,Mobile,847.43,John Bender,owilkins@example.org,"USNV Smith, FPO AA 78576",001-728-273-8306x06473,Silver,"Thornton, Jackson and Gray",Leslieville,001-575-242-3572x740,Ltd,Air,98,83048.14,106.31,82941.83,180,133,47
2021-11-08,Jamie,Books,Fiction,930.3,Ryan Palmer,tmeyers@example.com,"471 Gonzalez Island Apt. 819, Johnsonhaven, ID 38152",245-278-4717x99739,Gold,Peck Group,West Lindafurt,+1-838-976-6137,Inc,Sea,40,37212.0,42.16,37169.84,270,268,2
08-22-2022,Robert,Electronics,Mobile,InvalidPrice,Craig Rodriguez,,"352 Stanley Forges, Lisaburgh, PR 89782",+1-410-966-9446,Gold,"Rodriguez, Winters and Perez",Irwinhaven,6538306661,LLC,Air,28,23728.039999999997,112.02,23616.019999999997,271,25,246
2023-03-23,Michael,Toys,Dolls,46.23,Jerry Parker,robert33@example.org,"75805 Molly Well Suite 601, Port Kyle, TN 24856",+1-463-327-9806,Silver,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,Group,Air,21,970.8299999999999,12.39,958.4399999999999,371,237,134
2023-06-09,Shannon,Home & Garden,Gardening Tools,68.01,Walter Huerta,amartin@example.com,"6181 Shaw Circle, East Phillipchester, TN 30356",322.385.7747,Bronze,Lee-Miller,South Emilyview,+1-588-750-7646,PLC,Sea,57,3876.57,4.16,3872.4100000000003,162,101,61
2022-06-23,Fred,Books,Academic,95153.0,Shannon Griffin,reidmelissa@example.org,"38338 Jerry Trace, Kingborough, WI 11603",+1-775-688-2188,Silver,White and Sons,West Scott,288-572-7043,and Sons,Sea,95,90395.34999999999,251.62,90143.73,178,71,107
2021-10-14,Justin,Electronics,Headphones,66005.0,Jerry Wheeler,stewartpatrick@example.org,"77903 Reed Parkway, North Abigail, IN 47663",001-291-592-5347,Bronze,King-Rodriguez,South Lindatown,7724600682,PLC,Sea,24,15841.199999999999,109.52,15731.679999999998,184,71,113
2023-08-08,Martha,Books,Fiction,433.1,David Shaw,hernandezpatrick@example.net,"3070 Todd Route, Lorihaven, MS 23048",(923)577-9915x47244,Silver,Randall-Ballard,Popeport,933.564.7029x6917,Group,Sea,6,2598.6000000000004,92.8,2505.8,99,7,92
2022-11-01,Katie,Books,Non-fiction,64211.0,Christopher Jackson,michelleestrada@example.net,"7912 Gomez Fords, North Ericaberg, HI 79134",(948)416-9466x732,Bronze,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,Group,Ground,24,15410.64,28.03,15382.609999999999,131,124,7
2022-05-16,Pamela,Electronics,Headphones,651.11,Victoria Collins,gregoryrobinson@example.org,"Unit 1299 Box 1971, DPO AP 58931",001-419-525-8864x44621,Bronze,Smith PLC,Lake Candiceton,459-301-8580,PLC,Ground,48,31253.28,154.73,31098.55,304,106,198
2022-05-26,Shannon,Home & Garden,Gardening Tools,68.01,Jessica Lang,wagnertracey@example.com,"3437 Wilkerson Fall, Carrollland, GU 15123",001-715-946-8529,Bronze,"Thornton, Jackson and Gray",Leslieville,001-575-242-3572x740,Ltd,Air,39,2652.3900000000003,14.29,2638.1000000000004,157,79,78
2021-10-23,Nathaniel,Electronics,Camera,652.35,Michael Bradley,erin99@example.com,"0059 Jennifer Street, East Jenniferstad, CT 26566",471-671-7688x4425,Bronze,Smith PLC,Lake Candiceton,459-301-8580,Inc,Sea,68,44359.8,18.56,44341.240000000005,231,152,79
2022-07-04,Angela,Toys,Action Figures,386.57,William Lucas,mario49@example.net,"101 Wu Walks Apt. 218, Devonborough, GU 00511",+1-568-682-3877x72662,Bronze,"Ramirez, Hicks and Lara",Dustinmouth,853-738-3918,PLC,Air,67,25900.19,14.57,25885.62,500,93,407
2023-05-11,Anthony,Books,Academic,693.39,John Flores,laurabrooks@example.com,"79327 Gillespie Square, Pamelaburgh, FL 23432",001-721-947-1786x7970,Bronze,Higgins and Sons,West Johnbury,230-568-4141,Inc,Ground,55,38136.45,157.97,37978.479999999996,114,12,102
2023-06-18,Elizabeth,Clothing,Shirt,840.19,Monique Fleming,,"97603 Pruitt Village, Port Erneststad, PR 03456",761.230.6567x0851,Silver,"Mack, Wright and Mclaughlin",Alexandrachester,856-399-9995x715,and Sons,Ground,35,29406.65,176.43,29230.22,129,7,122
2022-06-25,Angela,InvalidCategory,Action Figures,38657.0,Jennifer Mason,nicolejackson@example.org,"86494 Megan Turnpike Suite 568, Port Lindaland, MP 70533",(583)963-8049x274,Silver,"Mack, Wright and Mclaughlin",Alexandrachester,856-399-9995x715,and Sons,Air,31,11983.67,39.53,11944.14,66,39,27
2022-09-03,Wanda,Toys,Educational,0.01,Andrew Delgado,lhenderson@example.org,"520 Christina Pines, New Thomasburgh, CA 03208",293.823.5105x1036,Gold,Higgins and Sons,West Johnbury,230-568-4141,PLC,Sea,96,25786.56,23.82,25762.74,322,31,291
01-06-2022,NonExistentProduct,Toys,Educational,26861.0,Melinda Russell,ocastillo@example.org,"3735 Brianna Fall Suite 396, Richardsonborough, PW 45471",314-247-8533x318,Bronze,Campos-Murillo,Lawsontown,822-222-4939,LLC,Ground,39,10475.79,48.9,10426.890000000001,451,147,304
2022-01-19,NonExistentProduct,Toys,Educational,268.61,Matthew Rogers,willisjeffrey@example.net,"7284 Allen Camp, Lake Brian, MT 55158",+1-302-484-0064x899,Bronze,"Thornton, Jackson and Gray",Leslieville,001-575-242-3572x740,Ltd,Sea,13,3491.9300000000003,5.84,3486.09,432,394,38
2021-11-21,Nathaniel,Electronics,Camera,InvalidPrice,Steven Tran,bhaynes@example.com,"PSC 4605, Box 5785, APO AP 48795",(346)255-6527x805,Silver,Brown-Miller,Seanfort,(502)758-2166,Group,Sea,73,47621.55,93.37,47528.18,415,307,108
2023-07-03,Robert,Electronics,Mobile,847.43,Alice Smith,michellecampbell@example.org,"058 Keith Islands Apt. 674, Port Carlashire, ND 30668",+1-558-262-1719x758,Bronze,Smith PLC,Lake Candiceton,459-301-8580,Ltd,Air,39,33049.77,248.03,32801.74,70,17,53
2022-02-28,Fred,Books,Academic,InvalidPrice,Beth Mcbride,iyoung@example.com,"1216 Walker Hill, Fowlerton, WI 40162",+1-912-803-8760,Gold,"Mathis, Olson and Ryan",Herreraland,(906)306-1777x264,Group,Sea,85,80880.05,99.5,80780.55,375,295,80
09-15-2023,Shannon,Home & Garden,Gardening Tools,68.01,Anthony Smith,qduncan@example.org,"261 Paul Lodge Apt. 991, North Patrick, MI 73088",4523148529,Gold,White and Sons,West Scott,288-572-7043,LLC,Sea,81,5508.81,15.44,5493.370000000001,111,22,89
2022-05-15,Amy,InvalidCategory,Decor,0.01,Tanner Murphy,julie43@example.com,"30599 Matthew Dam, Weaverburgh, ND 50222",852.891.6473,Silver,"Colon, Palmer and Welch",Antonioshire,230-757-6575x898,and Sons,Air,85,30940.85,24.39,30916.46,160,19,141
2022-08-10,Angela,Toys,Action Figures,386.57,Robert Davis,castroashley@example.com,"1938 Wesley Streets, Youngshire, NM 72449",441-376-2891,Gold,Higgins and Sons,West Johnbury,230-568-4141,Inc,Ground,88,34018.159999999996,90.66,33927.49999999999,436,158,278
2022-03-31,Shawn,InvalidCategory,Headphones,99999.99,Geoffrey Davidson,amanda54@example.com,"6860 Lisa Stravenue, Juanstad, NC 51185",(895)954-8712,Gold,Lee-Miller,South Emilyview,+1-588-750-7646,Ltd,Sea,10,4610.9,127.2,4483.7,87,84,3
2022-01-03,Fred,Books,Academic,951.53,Teresa Crawford,prattrickey@example.com,"10236 Bauer Track Apt. 556, Katrinamouth, IL 80301",862-950-7962x21852,Bronze,"Rodriguez, Winters and Perez",Irwinhaven,,and Sons,Air,62,58994.86,217.12,58777.74,485,389,96
